,dtfk1,ft1,dtsk1,dtfk2,ft2,dtsk2,dtfk3,ft3,dtsk3,dtfk4,ft4,dtsk4,dtfk5,ft5,dtsk5,dtfk6,ft6,dtsk6,dtfk7,ft7,dtsk7,dtfk8,ft8,dtsk8,dtfk9,ft9,dtsk9,dtfk10,ft10,dtsk10,dtfk11,ft11,dtsk11,dtfk12,ft12,dtsk12,dtfk13,ft13,dtsk13,dtfk14,ft14,dtsk14,sum,class
176,250,110,531,312,16,125,93,63,125,187,109,157,94,156,110,94,78,125,141,140,78,110,0,47,750,125,125,94,109,63,94,203,63,47,157,171,93,110,109,141,15,94,5814,1
189,125,93,125,125,94,94,94,93,94,94,125,125,125,78,125,94,109,141,109,63,93,78,157,93,94,109,125,94,62,94,125,94,78,109,110,93,94,47,109,109,62,79,4233,1
190,141,78,125,125,125,94,94,78,94,94,47,109,109,32,171,94,94,140,110,140,94,109,125,94,94,125,16,47,93,78,156,47,110,187,94,453,94,31,125,109,94,94,4563,1
191,109,16,94,156,31,78,93,63,109,94,125,125,125,47,141,47,140,94,125,110,78,110,94,187,125,94,110,94,62,94,125,94,78,109,110,93,94,78,141,109,62,79,4142,1
198,78,63,109,109,78,63,63,62,78,78,125,94,94,219,98,78,94,109,78,109,63,94,109,78,78,94,110,93,63,78,78,110,46,94,46,63,63,94,78,110,62,94,3677,1
199,109,32,62,78,109,47,62,47,78,94,31,78,94,187,78,78,62,125,110,15,63,94,125,78,63,78,109,78,109,47,94,93,78,125,63,109,63,16,93,78,109,63,3404,1
200,78,78,63,109,110,62,63,15,94,78,125,94,110,234,78,15,109,63,93,0,63,94,78,125,93,125,110,93,63,78,78,110,46,94,46,63,63,31,94,110,62,94,3484,1
204,93,47,110,110,93,171,171,16,94,94,47,156,156,32,140,172,15,94,94,31,109,141,93,125,110,47,203,15,141,94,250,31,125,125,16,114,78,109,16,125,0,109,4112,1
205,94,16,109,0,140,63,110,47,172,125,0,63,110,78,187,94,109,47,62,109,78,94,94,78,0,140,16,62,110,93,125,93,94,110,93,110,62,140,16,78,0,125,3546,1
206,250,0,62,312,63,125,109,32,78,94,47,156,125,79,140,16,125,0,141,15,94,94,109,110,860,125,62,15,141,94,250,31,125,125,16,114,125,0,109,125,0,109,4802,1
210,125,15,78,78,94,78,78,31,78,78,16,141,141,62,125,78,79,78,78,63,78,140,47,63,109,32,157,47,47,63,62,140,63,109,78,16,0,110,15,110,62,156,3298,1
211,78,15,94,32,109,16,125,16,78,78,78,63,0,15,125,63,62,110,78,78,0,172,47,63,47,93,79,78,109,63,78,93,32,31,109,187,94,15,94,94,31,78,3000,1
212,78,31,94,79,93,110,78,31,94,78,16,141,187,0,94,94,0,47,140,63,62,78,0,31,937,94,78,47,47,63,62,140,63,109,78,16,78,141,78,110,62,156,4078,1
213,93,47,94,94,141,109,109,203,297,297,16,203,203,15,137,78,63,172,125,16,94,78,109,94,94,188,125,157,62,125,94,78,109,141,94,78,94,109,125,109,31,110,4810,1
214,172,16,78,219,0,125,94,31,78,93,32,78,156,16,137,125,78,94,109,0,94,94,94,125,16,141,46,110,93,79,109,63,141,375,78,109,15,78,0,78,15,78,3762,1
215,62,110,15,63,219,62,94,16,125,297,16,203,0,47,140,32,125,16,47,16,172,78,94,375,110,78,109,157,62,125,94,78,109,141,94,78,78,15,141,109,31,110,4143,1
216,94,78,125,125,94,109,109,141,110,110,109,203,203,78,109,78,390,500,125,47,110,110,93,78,94,343,468,156,78,125,109,63,78,109,110,93,78,94,78,94,47,78,5623,1
217,500,15,156,141,16,93,109,485,78,125,47,62,0,15,109,125,63,609,46,109,78,110,94,78,141,266,15,79,62,94,78,110,109,94,94,172,79,78,78,78,31,94,5015,1
218,93,375,79,94,109,63,110,78,93,110,109,203,0,47,125,78,78,141,141,31,110,78,109,94,1020,1114,46,156,78,125,109,63,78,109,110,93,94,484,203,94,47,78,6649,1
222,156,47,78,78,63,141,141,47,109,109,31,78,78,32,31,47,62,78,15,47,31,78,78,32,687,125,16,94,16,62,47,125,47,62,47,63,31,78,0,0,78,16,3281,1
223,78,156,32,15,125,47,47,63,47,31,156,16,531,625,31,62,79,172,47,79,31,31,47,63,0,78,32,31,94,62,94,0,62,47,109,31,32,78,31,31,62,0,3485,1
224,78,156,32,62,47,62,31,63,47,109,31,78,671,193,31,15,109,0,78,32,93,16,0,47,797,937,47,94,16,62,47,125,47,62,47,63,0,79,78,0,78,16,4676,1
225,110,15,109,109,63,141,141,15,110,110,31,125,125,31,125,125,31,47,63,125,203,203,32,93,610,109,125,125,47,93,47,141,31,31,16,63,46,109,16,15,93,47,4046,1
226,47,31,109,62,547,125,94,15,125,16,110,94,0,0,125,93,63,78,0,16,46,16,47,62,125,203,47,47,93,79,0,93,47,1000,78,156,0,94,15,0,63,93,4154,1
227,32,62,0,15,63,47,203,16,16,110,31,125,657,720,15,63,47,125,250,78,453,94,78,1000,656,781,0,125,47,93,47,141,31,31,16,63,93,63,219,15,93,47,6861,1
228,94,62,62,62,125,63,63,31,63,63,172,78,78,31,78,62,141,78,78,79,62,63,203,47,109,125,78,40,60,106,47,125,63,63,94,62,63,94,62,78,79,62,3348,1
229,78,47,62,47,125,46,63,297,62,79,62,63,78,250,47,106,67,91,94,93,63,78,125,47,115,76,62,47,78,31,78,109,63,101,176,13,63,78,62,62,141,62,3587,1
230,63,62,63,62,126,46,62,47,94,63,172,78,62,188,78,27,86,115,78,140,63,74,67,101,62,63,94,40,60,106,47,125,63,63,94,62,62,141,235,78,79,62,3553,1
